,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1
3829,Male,Yes,65,No,Entertainment,7.0,Average,4.0,Cat_4
3830,Female,No,25,No,Marketing,1.0,Low,9.0,Cat_5
3831,Male,Yes,27,No,Entertainment,4.0,Low,4.0,Cat_3
3832,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6
3833,Male,Yes,51,No,Engineer,0.0,Average,3.0,Cat_6
3834,Female,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6
3835,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_3
3836,Male,Yes,80,Yes,Lawyer,0.0,High,2.0,Cat_6
3837,Female,Yes,40,Yes,Entertainment,12.0,Low,6.0,Cat_6
3838,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6
3839,Female,No,55,Yes,Artist,3.0,Low,1.0,Cat_6
3840,Male,Yes,36,Yes,Entertainment,1.0,Low,3.0,Cat_3
3841,Male,Yes,41,Yes,Artist,12.0,Average,2.0,Cat_6
3842,Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_6
3843,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_2
3844,Male,No,30,No,Healthcare,0.0,Low,2.0,Cat_4
3845,Female,Yes,79,Yes,Lawyer,1.0,Low,1.0,Cat_6
3846,Male,Yes,65,Yes,Artist,0.0,Average,4.0,Cat_2
3847,Male,Yes,49,Yes,Executive,0.0,High,4.0,Cat_6
3848,Male,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_2
3849,Male,No,20,No,Healthcare,8.0,Low,5.0,Cat_6
3850,Female,Yes,78,No,Lawyer,1.0,High,2.0,Cat_6
3851,Male,No,32,Yes,Doctor,6.0,Low,5.0,Cat_6
3852,Male,No,23,No,Healthcare,3.0,Low,2.0,Cat_4
3853,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6
3854,Female,No,30,No,Engineer,0.0,Low,3.0,Cat_6
3855,Male,Yes,45,Yes,Entertainment,0.0,Low,4.0,Cat_2
3856,Male,Yes,25,No,Healthcare,1.0,Average,2.0,Cat_6
3857,Female,No,20,No,Healthcare,0.0,Low,4.0,Cat_6
3858,Female,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_7
3859,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_2
3860,Female,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_2
3861,Male,Yes,55,No,Artist,0.0,Average,2.0,Cat_6
3862,Female,Yes,41,No,Engineer,8.0,Average,3.0,Cat_6
3863,Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_6
3864,Female,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6
3865,Male,Yes,87,Yes,Lawyer,0.0,Low,1.0,Cat_6
3866,Male,Yes,26,No,Doctor,9.0,Low,6.0,Cat_6
3867,Female,Yes,37,Yes,Artist,4.0,Low,1.0,Cat_3
3868,Male,No,42,Yes,Doctor,1.0,Low,1.0,Cat_6
3869,Female,No,31,Yes,Healthcare,6.0,Low,4.0,Cat_2
3870,Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6
3871,Female,Yes,88,Yes,Lawyer,0.0,Low,1.0,Cat_6
3872,Male,No,33,Yes,Healthcare,8.0,Low,4.0,Cat_2
3873,Female,No,55,Yes,Artist,1.0,Low,1.0,Cat_6
3874,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6
3875,Female,No,39,Yes,Engineer,1.0,Low,3.0,Cat_6
3876,Male,Yes,62,Yes,Artist,0.0,Low,3.0,Cat_6
3877,Female,Yes,37,No,Homemaker,13.0,Average,3.0,Cat_6
3878,Female,No,26,Yes,Homemaker,9.0,Low,1.0,Cat_2
3879,Male,No,27,Yes,Artist,9.0,Low,2.0,Cat_3
3880,Male,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_2
3881,Female,No,31,Yes,Entertainment,1.0,Low,1.0,Cat_6
3882,Male,Yes,40,Yes,Entertainment,9.0,Average,5.0,Cat_6
3883,Male,Yes,56,Yes,Entertainment,0.0,Low,2.0,Cat_3
3884,Female,Yes,45,Yes,Artist,1.0,High,5.0,Cat_6
3885,Female,No,40,Yes,Entertainment,5.0,Low,1.0,Cat_3
3886,Male,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6
3887,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6
3888,Male,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6
3889,Female,Yes,39,Yes,Healthcare,8.0,High,2.0,Cat_1
3890,Female,Yes,65,No,Lawyer,0.0,High,9.0,Cat_4
3891,Male,No,40,Yes,Artist,0.0,Low,1.0,Cat_6
3892,Female,No,18,No,Healthcare,3.0,Low,4.0,Cat_4
3893,Male,Yes,73,Yes,Executive,1.0,High,2.0,Cat_6
3894,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6
3895,Male,Yes,38,Yes,Artist,4.0,Average,3.0,Cat_6
3896,Male,No,18,No,Healthcare,0.0,Low,5.0,Cat_6
3897,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_4
3898,Female,No,26,No,Engineer,5.0,Low,2.0,Cat_6
3899,Male,Yes,58,Yes,Artist,7.0,Low,2.0,Cat_6
3900,Female,No,28,Yes,Artist,1.0,Low,2.0,Cat_6
3901,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_7
3902,Male,No,18,No,Doctor,4.0,Low,2.0,Cat_6
3903,Male,Yes,49,Yes,Entertainment,7.0,Average,4.0,Cat_6
3904,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6
3905,Male,No,20,No,Doctor,0.0,Low,4.0,Cat_6
3906,Male,Yes,55,Yes,Artist,2.0,Low,2.0,Cat_6
3907,Female,No,32,Yes,Engineer,0.0,Low,3.0,Cat_6
3908,Male,No,27,No,Healthcare,10.0,Low,4.0,Cat_6
3909,Male,Yes,72,Yes,Executive,1.0,High,5.0,Cat_6
3910,Female,No,59,Yes,Artist,1.0,Low,1.0,Cat_6
3911,Female,Yes,35,Yes,Artist,0.0,Low,3.0,Cat_6
3912,Female,No,32,Yes,Engineer,9.0,Low,1.0,Cat_6
3913,Female,Yes,28,Yes,Healthcare,10.0,High,2.0,Cat_6
3914,Male,Yes,19,No,Entertainment,1.0,Low,2.0,Cat_6
3915,Male,Yes,52,Yes,Artist,2.0,High,1.0,Cat_4
3916,Male,No,29,No,Doctor,1.0,Low,3.0,Cat_6
3917,Female,Yes,51,Yes,Homemaker,12.0,Average,4.0,Cat_3
3918,Male,No,27,Yes,Healthcare,1.0,Low,5.0,Cat_6
3919,Female,No,47,Yes,Entertainment,0.0,Low,1.0,Cat_3
3920,Male,Yes,61,No,Entertainment,1.0,Low,1.0,Cat_2
3921,Female,Yes,75,No,Lawyer,0.0,High,2.0,Cat_6
3922,Male,No,19,No,Healthcare,1.0,Low,1.0,Cat_6
3923,Male,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_5
3924,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6
3925,Male,Yes,42,No,Homemaker,8.0,Low,1.0,Cat_6
3926,Female,No,86,Yes,Lawyer,1.0,Low,1.0,Cat_6
3927,Male,No,33,Yes,Entertainment,9.0,Low,4.0,Cat_3
3928,Male,Yes,49,No,Executive,3.0,High,5.0,Cat_7
3929,Male,No,23,No,Doctor,1.0,Low,5.0,Cat_6
3930,Male,No,35,No,Doctor,1.0,Low,3.0,Cat_3
3931,Male,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6
3932,Male,Yes,43,Yes,Entertainment,7.0,Low,2.0,Cat_6
3933,Male,Yes,50,No,Engineer,1.0,Low,2.0,Cat_6
3934,Female,No,50,No,Engineer,1.0,Low,1.0,Cat_6
3935,Female,No,20,No,Healthcare,8.0,Low,3.0,Cat_1
3936,Female,Yes,31,No,Homemaker,9.0,Average,2.0,Cat_6
3937,Female,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_2
3938,Male,Yes,41,No,Executive,1.0,Average,5.0,Cat_4
3939,Male,Yes,84,No,Lawyer,1.0,Low,1.0,Cat_6
3940,Female,No,23,No,Healthcare,0.0,Low,4.0,Cat_3
3941,Female,Yes,69,No,Lawyer,0.0,Low,1.0,Cat_3
3942,Female,Yes,68,Yes,Artist,4.0,Low,2.0,Cat_6
3943,Female,No,30,No,Healthcare,8.0,Low,4.0,Cat_4
3944,Female,No,26,Yes,Doctor,1.0,Low,1.0,Cat_6
3945,Female,No,36,Yes,Artist,1.0,Low,1.0,Cat_6
3946,Male,No,18,No,Entertainment,0.0,Low,5.0,Cat_6
3947,Male,No,30,Yes,Healthcare,8.0,Low,4.0,Cat_7
3948,Female,No,46,Yes,Artist,9.0,Low,1.0,Cat_6
3949,Male,No,19,No,Healthcare,2.0,Low,5.0,Cat_2
3950,Male,No,33,Yes,Entertainment,0.0,Low,4.0,Cat_6
3951,Female,Yes,65,Yes,Artist,13.0,Low,1.0,Cat_6
3952,Male,Yes,26,Yes,Artist,6.0,Average,2.0,Cat_6
3953,Female,No,30,Yes,Homemaker,6.0,Low,1.0,Cat_6
3954,Female,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_6
3955,Female,Yes,27,Yes,Engineer,0.0,Average,4.0,Cat_7
3956,Male,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6
3957,Male,Yes,77,No,Lawyer,1.0,Low,2.0,Cat_4
3958,Female,No,20,No,Engineer,0.0,Low,4.0,Cat_6
3959,Female,No,27,Yes,Homemaker,6.0,Low,7.0,Cat_6
3960,Female,Yes,51,Yes,Doctor,1.0,Average,4.0,Cat_6
3961,Male,No,18,No,Healthcare,13.0,Low,4.0,Cat_6
3962,Female,Yes,63,Yes,Artist,5.0,Low,1.0,Cat_3
3963,Male,Yes,36,Yes,Engineer,1.0,Average,3.0,Cat_4
3964,Male,Yes,43,Yes,Executive,1.0,High,4.0,Cat_6
3965,Male,Yes,46,Yes,Executive,0.0,High,4.0,Cat_6
3966,Male,No,51,Yes,Artist,0.0,Low,3.0,Cat_6
3967,Male,No,43,Yes,Engineer,0.0,Low,1.0,Cat_6
3968,Female,Yes,43,Yes,Artist,0.0,Average,2.0,Cat_6
3969,Female,No,37,Yes,Entertainment,1.0,Low,1.0,Cat_6
3970,Female,Yes,63,No,Artist,0.0,Average,5.0,Cat_6
3971,Female,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_3
3972,Male,Yes,53,No,Artist,8.0,Average,3.0,Cat_6
3973,Female,Yes,26,Yes,Healthcare,6.0,High,7.0,Cat_2
3974,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6
3975,Male,Yes,41,Yes,Entertainment,0.0,Average,4.0,Cat_6
3976,Male,Yes,66,Yes,Artist,2.0,Low,1.0,Cat_6
3977,Female,Yes,37,No,Engineer,0.0,Average,5.0,Cat_2
3978,Female,Yes,42,No,Artist,1.0,High,4.0,Cat_6
3979,Female,No,38,Yes,Artist,1.0,Low,2.0,Cat_6
3980,Female,No,53,No,Lawyer,1.0,Low,1.0,Cat_6
3981,Male,No,33,No,Executive,5.0,Low,2.0,Cat_6
3982,Male,No,19,No,Healthcare,1.0,Low,3.0,Cat_6
3983,Male,Yes,50,Yes,Doctor,0.0,Average,8.0,Cat_6
3984,Female,No,26,No,Engineer,0.0,Low,2.0,Cat_6
3985,Male,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
3986,Female,Yes,53,Yes,Executive,0.0,High,4.0,Cat_6
3987,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_7
3988,Male,Yes,48,Yes,Executive,0.0,High,3.0,Cat_2
3989,Male,Yes,56,No,Executive,0.0,High,4.0,Cat_6
3990,Female,No,66,Yes,Artist,0.0,Low,1.0,Cat_6
3991,Male,Yes,35,No,Entertainment,8.0,Average,4.0,Cat_6
3992,Male,Yes,50,No,Entertainment,0.0,Low,2.0,Cat_6
3993,Female,Yes,51,Yes,Artist,3.0,Low,2.0,Cat_3
3994,Female,No,30,No,Healthcare,8.0,Low,3.0,Cat_4
3995,Male,No,30,No,Executive,1.0,Low,4.0,Cat_4
3996,Female,No,50,Yes,Artist,9.0,Low,1.0,Cat_6
3997,Male,No,19,No,Healthcare,0.0,Low,5.0,Cat_6
3998,Female,No,22,No,Doctor,0.0,Low,2.0,Cat_4
3999,Female,No,35,Yes,Healthcare,9.0,Low,1.0,Cat_6
4000,Female,Yes,47,Yes,Engineer,0.0,Low,4.0,Cat_6
4001,Male,No,32,No,Doctor,12.0,Low,4.0,Cat_6
4002,Male,Yes,33,No,Healthcare,11.0,High,2.0,Cat_6
4003,Female,No,28,No,Healthcare,1.0,Low,4.0,Cat_6
4004,Female,Yes,50,Yes,Healthcare,1.0,High,6.0,Cat_5
4005,Male,No,53,Yes,Artist,1.0,Low,1.0,Cat_6
4006,Female,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_3
4007,Male,Yes,72,Yes,Lawyer,1.0,Low,1.0,Cat_6
4008,Male,Yes,60,Yes,Executive,0.0,High,3.0,Cat_6
4009,Male,No,48,Yes,Artist,4.0,Low,1.0,Cat_6
4010,Female,No,32,No,Healthcare,1.0,Low,4.0,Cat_6
4011,Male,No,48,Yes,Entertainment,1.0,Low,2.0,Cat_3
4012,Female,No,33,Yes,Entertainment,0.0,Low,1.0,Cat_7
4013,Female,Yes,26,No,Engineer,7.0,Low,2.0,Cat_6
4014,Female,Yes,38,Yes,Artist,1.0,Average,4.0,Cat_3
4015,Female,Yes,56,Yes,Artist,0.0,Low,1.0,Cat_4
4016,Female,Yes,43,Yes,Engineer,0.0,High,4.0,Cat_3
4017,Female,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_2
4018,Female,Yes,47,Yes,Artist,7.0,Average,2.0,Cat_6
4019,Male,No,28,Yes,Artist,1.0,Low,3.0,Cat_4
4020,Male,No,20,No,Healthcare,1.0,Low,2.0,Cat_6
4021,Female,Yes,38,No,Artist,0.0,Low,3.0,Cat_6
4022,Male,Yes,57,Yes,Executive,1.0,High,3.0,Cat_6
4023,Female,Yes,28,No,Engineer,1.0,Average,2.0,Cat_4
4024,Male,No,39,Yes,Artist,1.0,Low,1.0,Cat_6
4025,Male,Yes,89,Yes,Marketing,1.0,High,2.0,Cat_6
4026,Female,Yes,81,Yes,Lawyer,0.0,Average,2.0,Cat_6
4027,Male,No,33,Yes,Entertainment,1.0,Low,4.0,Cat_2
4028,Male,Yes,32,Yes,Artist,5.0,Average,2.0,Cat_3
4029,Female,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6
4030,Male,Yes,43,Yes,Artist,9.0,Average,2.0,Cat_2
4031,Female,Yes,68,No,Doctor,8.0,Average,2.0,Cat_6
4032,Female,Yes,58,Yes,Artist,7.0,Low,2.0,Cat_6
4033,Male,Yes,51,Yes,Entertainment,1.0,Average,5.0,Cat_6
4034,Male,Yes,47,Yes,Artist,0.0,Low,2.0,Cat_6
4035,Female,Yes,55,Yes,Homemaker,13.0,Average,3.0,Cat_5
4036,Female,No,39,Yes,Artist,9.0,Low,1.0,Cat_6
4037,Female,No,33,Yes,Healthcare,1.0,Low,5.0,Cat_2
4038,Female,Yes,62,Yes,Artist,9.0,Low,1.0,Cat_6
4039,Male,Yes,51,No,Executive,0.0,High,4.0,Cat_7
4040,Male,No,29,Yes,Entertainment,8.0,Low,3.0,Cat_6
4041,Female,No,48,Yes,Artist,4.0,Low,1.0,Cat_6
4042,Male,No,41,No,Engineer,9.0,Low,7.0,Cat_4
4043,Male,No,42,Yes,Healthcare,9.0,Low,1.0,Cat_3
4044,Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6
4045,Female,Yes,60,Yes,Artist,0.0,Average,4.0,Cat_6
4046,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6
4047,Male,No,25,Yes,Entertainment,9.0,Low,1.0,Cat_2
4048,Female,Yes,57,Yes,Doctor,1.0,Average,4.0,Cat_6
4049,Female,Yes,40,Yes,Engineer,8.0,Average,4.0,Cat_4
4050,Male,Yes,35,No,Doctor,9.0,Low,2.0,Cat_6
4051,Female,Yes,31,Yes,Engineer,1.0,Low,2.0,Cat_6
4052,Female,Yes,78,No,Lawyer,1.0,Low,1.0,Cat_5
4053,Female,No,41,Yes,Artist,9.0,Low,1.0,Cat_6
4054,Male,Yes,57,Yes,Artist,0.0,Average,3.0,Cat_2
4055,Female,Yes,41,Yes,Marketing,9.0,Low,3.0,Cat_6
4056,Male,Yes,49,Yes,Artist,1.0,Low,2.0,Cat_6
4057,Male,No,40,No,Engineer,1.0,Low,2.0,Cat_6
4058,Male,Yes,89,Yes,Lawyer,0.0,Low,2.0,Cat_6
4059,Male,Yes,61,Yes,Executive,0.0,High,2.0,Cat_6
4060,Female,Yes,38,No,Entertainment,3.0,Average,3.0,Cat_6
4061,Female,Yes,58,Yes,Doctor,5.0,Average,3.0,Cat_2
4062,Female,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_1
4063,Male,Yes,39,Yes,Entertainment,6.0,Average,2.0,Cat_6
4064,Female,Yes,58,Yes,Engineer,1.0,Average,4.0,Cat_6
4065,Female,Yes,38,Yes,Artist,8.0,Average,2.0,Cat_6
4066,Male,Yes,28,No,Artist,1.0,Average,2.0,Cat_3
4067,Female,Yes,35,Yes,Artist,7.0,High,4.0,Cat_7
4068,Female,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_6
4069,Male,Yes,30,No,Executive,4.0,High,4.0,Cat_3
4070,Male,Yes,63,Yes,Entertainment,0.0,Average,4.0,Cat_6
4071,Male,Yes,27,Yes,Healthcare,4.0,High,3.0,Cat_6
4072,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_3
4073,Male,Yes,69,No,Executive,0.0,High,4.0,Cat_3
4074,Male,Yes,72,Yes,Marketing,0.0,Low,1.0,Cat_6
4075,Male,Yes,26,Yes,Executive,0.0,Low,3.0,Cat_6
4076,Female,No,53,Yes,Artist,9.0,Low,1.0,Cat_6
4077,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6
4078,Female,No,28,No,Artist,1.0,Low,5.0,Cat_1
4079,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_6
4080,Male,Yes,38,No,Artist,8.0,High,5.0,Cat_6
4081,Female,Yes,27,No,Homemaker,9.0,Average,2.0,Cat_6
4082,Male,No,18,No,Healthcare,5.0,Low,4.0,Cat_2
4083,Male,Yes,59,Yes,Entertainment,1.0,Low,3.0,Cat_6
4084,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_1
4085,Male,No,32,Yes,Doctor,0.0,Low,4.0,Cat_2
4086,Female,Yes,35,Yes,Artist,0.0,Low,2.0,Cat_6
4087,Male,Yes,51,Yes,Artist,5.0,Average,4.0,Cat_6
4088,Female,No,22,No,Healthcare,8.0,Low,6.0,Cat_6
4089,Male,No,32,No,Entertainment,1.0,Low,3.0,Cat_7
4090,Female,Yes,36,Yes,Doctor,7.0,Average,2.0,Cat_6
4091,Male,No,32,Yes,Healthcare,1.0,Low,3.0,Cat_6
4092,Male,No,18,No,Healthcare,0.0,Low,4.0,Cat_4
4093,Female,No,31,Yes,Healthcare,4.0,Low,3.0,Cat_6
4094,Male,Yes,53,Yes,Artist,0.0,High,7.0,Cat_4
4095,Female,No,42,Yes,Engineer,8.0,Low,3.0,Cat_4
4096,Male,No,30,Yes,Artist,7.0,Low,3.0,Cat_6
4097,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6
4098,Male,Yes,46,Yes,Entertainment,1.0,Low,2.0,Cat_3
4099,Male,Yes,51,Yes,Engineer,1.0,Low,2.0,Cat_6
4100,Female,No,32,No,Engineer,1.0,Low,9.0,Cat_4
4101,Female,No,46,Yes,Artist,5.0,Low,1.0,Cat_2
4102,Female,No,45,Yes,Artist,3.0,Low,1.0,Cat_6
4103,Male,Yes,50,Yes,Executive,1.0,Average,3.0,Cat_6
4104,Female,Yes,36,No,Engineer,1.0,Low,3.0,Cat_4
4105,Female,No,40,Yes,Artist,8.0,Low,1.0,Cat_6
4106,Male,Yes,43,No,Artist,1.0,High,9.0,Cat_4
4107,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_4
4108,Male,Yes,42,No,Entertainment,6.0,Average,2.0,Cat_2
4109,Male,No,29,Yes,Healthcare,1.0,Low,1.0,Cat_2
4110,Female,Yes,37,Yes,Doctor,9.0,Average,2.0,Cat_6
4111,Female,No,38,No,Artist,14.0,Low,1.0,Cat_6
4112,Female,Yes,79,Yes,Lawyer,0.0,Low,1.0,Cat_3
4113,Male,No,25,No,Entertainment,2.0,Low,7.0,Cat_6
4114,Female,No,29,No,Marketing,1.0,Low,5.0,Cat_3
4115,Female,No,33,Yes,Homemaker,1.0,Low,1.0,Cat_3
4116,Male,No,26,No,Doctor,1.0,Low,4.0,Cat_6
4117,Female,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6
4118,Female,No,60,Yes,Artist,1.0,Low,3.0,Cat_6
4119,Female,No,33,No,Engineer,0.0,Low,7.0,Cat_4
4120,Female,Yes,71,Yes,Lawyer,1.0,Low,1.0,Cat_3
4121,Female,Yes,60,Yes,Artist,0.0,Average,2.0,Cat_4
4122,Female,Yes,31,Yes,Artist,0.0,Average,2.0,Cat_4
4123,Female,No,26,Yes,Healthcare,8.0,Low,1.0,Cat_6
4124,Female,Yes,42,Yes,Engineer,1.0,Low,1.0,Cat_6
4125,Female,No,35,No,Artist,13.0,Low,1.0,Cat_6
4126,Female,No,20,No,Healthcare,1.0,Low,3.0,Cat_6
4127,Male,No,25,Yes,Healthcare,4.0,Low,5.0,Cat_4
4128,Female,No,23,No,Entertainment,0.0,Low,2.0,Cat_2
4129,Male,Yes,53,Yes,Artist,0.0,Average,5.0,Cat_6
4130,Female,No,35,Yes,Doctor,1.0,Low,1.0,Cat_3
4131,Male,Yes,60,Yes,Executive,5.0,High,3.0,Cat_6
4132,Male,Yes,86,Yes,Lawyer,0.0,Low,1.0,Cat_6
4133,Male,No,18,No,Marketing,2.0,Low,2.0,Cat_3
4134,Male,Yes,38,Yes,Doctor,0.0,High,4.0,Cat_7
4135,Male,No,39,Yes,Artist,8.0,Low,2.0,Cat_3
4136,Female,No,45,No,Marketing,1.0,Low,1.0,Cat_6
4137,Male,No,28,Yes,Healthcare,0.0,Low,4.0,Cat_6
4138,Male,Yes,65,Yes,Lawyer,0.0,High,2.0,Cat_6
4139,Female,No,41,Yes,Artist,0.0,Low,1.0,Cat_7
4140,Male,Yes,48,No,Entertainment,1.0,Average,3.0,Cat_6
4141,Female,Yes,52,Yes,Engineer,7.0,High,4.0,Cat_6
4142,Female,No,30,Yes,Healthcare,0.0,Low,4.0,Cat_4
4143,Female,Yes,77,No,Lawyer,1.0,Low,1.0,Cat_6
4144,Female,No,37,No,Artist,4.0,Low,1.0,Cat_6
4145,Female,No,65,Yes,Lawyer,0.0,Low,5.0,Cat_6
4146,Male,Yes,61,Yes,Artist,0.0,Average,2.0,Cat_6
4147,Female,No,32,No,Healthcare,2.0,Low,5.0,Cat_1
4148,Male,Yes,49,Yes,Artist,0.0,Low,3.0,Cat_3
4149,Male,No,19,No,Healthcare,1.0,Low,4.0,Cat_6
4150,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6
4151,Female,No,31,No,Healthcare,0.0,Low,5.0,Cat_2
4152,Male,Yes,45,Yes,Doctor,6.0,Average,2.0,Cat_6
4153,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6
4154,Male,Yes,39,Yes,Entertainment,9.0,High,3.0,Cat_6
4155,Male,No,20,No,Healthcare,1.0,Low,5.0,Cat_6
4156,Female,Yes,85,Yes,Lawyer,0.0,Low,5.0,Cat_6
4157,Male,Yes,49,Yes,Entertainment,1.0,Low,2.0,Cat_6
4158,Female,Yes,76,Yes,Artist,1.0,High,2.0,Cat_6
4159,Male,Yes,37,Yes,Artist,0.0,High,4.0,Cat_6
4160,Male,Yes,62,No,Artist,0.0,Average,3.0,Cat_6
4161,Female,No,23,No,Marketing,2.0,Low,6.0,Cat_3
4162,Male,No,33,Yes,Artist,0.0,Low,1.0,Cat_6
4163,Male,Yes,53,Yes,Artist,0.0,Low,3.0,Cat_6
4164,Male,Yes,28,No,Engineer,6.0,Average,2.0,Cat_4
4165,Female,No,87,No,Lawyer,1.0,Low,2.0,Cat_6
4166,Female,Yes,45,Yes,Artist,3.0,Average,2.0,Cat_6
4167,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_4
4168,Female,No,51,Yes,Artist,0.0,Low,1.0,Cat_3
4169,Female,Yes,37,Yes,Doctor,9.0,Average,4.0,Cat_2
4170,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6
4171,Female,No,66,No,Entertainment,2.0,Low,3.0,Cat_6
4172,Male,Yes,42,Yes,Entertainment,1.0,Low,2.0,Cat_6
4173,Male,Yes,45,No,Doctor,1.0,Average,3.0,Cat_6
4174,Male,No,47,Yes,Doctor,1.0,Low,1.0,Cat_6
4175,Female,Yes,38,Yes,Engineer,8.0,Low,3.0,Cat_6
4176,Female,Yes,51,Yes,Entertainment,7.0,Average,2.0,Cat_6
4177,Male,Yes,32,No,Entertainment,1.0,Average,2.0,Cat_6
4178,Female,Yes,45,Yes,Artist,9.0,Low,1.0,Cat_7
4179,Female,No,32,No,Healthcare,0.0,Low,4.0,Cat_6
4180,Male,No,59,Yes,Entertainment,1.0,Low,1.0,Cat_6
4181,Male,Yes,62,Yes,Artist,1.0,Average,3.0,Cat_3
4182,Male,Yes,67,Yes,Lawyer,0.0,Low,2.0,Cat_6
4183,Female,No,73,Yes,Artist,0.0,Low,1.0,Cat_6
4184,Male,Yes,85,No,Lawyer,0.0,Low,1.0,Cat_4
4185,Female,No,40,Yes,Artist,0.0,Low,1.0,Cat_6
4186,Male,Yes,41,Yes,Engineer,9.0,Average,2.0,Cat_2
4187,Male,Yes,46,Yes,Doctor,0.0,Low,3.0,Cat_3
4188,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_4
4189,Female,Yes,55,Yes,Artist,1.0,Average,4.0,Cat_6
4190,Female,No,43,Yes,Artist,9.0,Low,2.0,Cat_6
4191,Female,Yes,48,Yes,Artist,1.0,High,4.0,Cat_6
4192,Female,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6
4193,Male,Yes,66,No,Entertainment,1.0,High,2.0,Cat_6
4194,Female,Yes,73,No,Lawyer,1.0,Low,2.0,Cat_6
4195,Male,Yes,49,Yes,Artist,9.0,Average,2.0,Cat_6
4196,Male,Yes,48,Yes,Artist,0.0,Low,2.0,Cat_6
4197,Female,Yes,39,No,Doctor,0.0,Average,4.0,Cat_4
4198,Male,Yes,52,Yes,Artist,4.0,Average,2.0,Cat_6
4199,Male,No,30,Yes,Artist,8.0,Low,1.0,Cat_6
4200,Male,Yes,61,Yes,Artist,3.0,Average,2.0,Cat_6
4201,Male,No,33,Yes,Healthcare,0.0,Low,7.0,Cat_4
4202,Male,Yes,68,Yes,Artist,0.0,Low,1.0,Cat_6
4203,Female,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_6
4204,Male,Yes,39,Yes,Executive,0.0,High,3.0,Cat_2
4205,Female,Yes,36,No,Entertainment,1.0,Average,2.0,Cat_4
4206,Male,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6
4207,Male,Yes,69,No,Artist,2.0,Low,2.0,Cat_6
4208,Male,Yes,79,No,Entertainment,0.0,Low,1.0,Cat_6
4209,Female,Yes,39,Yes,Healthcare,9.0,High,3.0,Cat_6
4210,Male,No,23,No,Doctor,0.0,Low,5.0,Cat_6
4211,Male,Yes,71,No,Lawyer,1.0,Low,2.0,Cat_4
