,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Clusters
3477,Female,No,31,Yes,Entertainment,9.0,Low,3.0,Cat_7,0
3478,Male,No,25,Yes,Artist,9.0,Low,3.0,Cat_6,0
3479,Male,Yes,41,Yes,Healthcare,8.0,Low,3.0,Cat_6,1
3480,Male,Yes,36,Yes,Executive,9.0,High,3.0,Cat_6,0
3481,Male,Yes,48,Yes,Artist,1.0,High,5.0,Cat_2,1
3482,Male,No,27,No,Artist,1.0,Low,1.0,Cat_6,0
3483,Male,No,35,Yes,Lawyer,1.0,Low,1.0,Cat_4,0
3484,Female,Yes,39,Yes,Doctor,0.0,Average,3.0,Cat_6,1
3485,Male,Yes,38,No,Executive,0.0,Average,3.0,Cat_6,1
3486,Female,Yes,57,Yes,Artist,7.0,Average,3.0,Cat_6,1
3487,Male,No,38,Yes,Artist,1.0,Low,1.0,Cat_6,1
3488,Male,Yes,80,No,Artist,1.0,Low,2.0,Cat_6,2
3489,Male,Yes,61,Yes,Entertainment,9.0,Average,2.0,Cat_6,2
3490,Male,No,29,Yes,Healthcare,5.0,Low,4.0,Cat_2,0
3491,Female,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,0
3492,Female,Yes,83,No,Lawyer,1.0,Low,1.0,Cat_6,2
3493,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,Cat_6,0
3494,Male,Yes,35,No,Artist,0.0,Low,6.0,Cat_4,0
3495,Male,Yes,41,Yes,Doctor,9.0,Average,2.0,Cat_6,1
3496,Male,Yes,81,No,Entertainment,1.0,Low,1.0,Cat_6,2
3497,Female,Yes,58,Yes,Homemaker,2.0,Low,1.0,Cat_6,1
3498,Female,No,38,No,Engineer,8.0,Low,1.0,Cat_4,1
3499,Male,Yes,18,No,Doctor,10.0,Low,2.0,Cat_6,0
3500,Male,No,37,Yes,Artist,1.0,Low,4.0,Cat_6,0
3501,Male,Yes,43,No,Artist,4.0,Average,2.0,Cat_6,1
3502,Female,No,36,Yes,Doctor,4.0,Low,1.0,Cat_2,0
3503,Female,Yes,76,Yes,Lawyer,0.0,High,2.0,Cat_6,2
3504,Male,No,33,No,Entertainment,14.0,Low,1.0,Cat_6,0
3505,Male,Yes,43,No,Executive,1.0,High,5.0,Cat_4,1
3506,Male,Yes,47,No,Executive,1.0,High,7.0,Cat_2,1
3507,Male,Yes,81,No,Lawyer,8.0,Low,2.0,Cat_6,2
3508,Male,No,27,Yes,Artist,10.0,Low,3.0,Cat_6,0
3509,Male,No,29,No,Entertainment,1.0,Low,5.0,Cat_6,0
3510,Female,No,38,Yes,Doctor,4.0,Low,3.0,Cat_6,1
3511,Male,Yes,37,Yes,Executive,0.0,Average,5.0,Cat_6,0
3512,Male,No,47,No,Entertainment,1.0,Low,1.0,Cat_4,1
3513,Male,Yes,51,No,Entertainment,1.0,Average,5.0,Cat_4,1
3514,Female,Yes,86,No,Lawyer,1.0,High,2.0,Cat_6,2
3515,Female,Yes,56,Yes,Entertainment,1.0,Average,2.0,Cat_6,1
3516,Male,Yes,59,Yes,Artist,3.0,Average,2.0,Cat_6,2
3517,Male,Yes,33,Yes,Doctor,0.0,Average,2.0,Cat_6,0
3518,Female,No,32,No,Entertainment,3.0,Low,6.0,Cat_4,0
3519,Male,Yes,26,No,Artist,3.0,Low,2.0,Cat_6,0
3520,Male,Yes,70,Yes,Artist,1.0,Low,2.0,Cat_6,2
3521,Male,Yes,30,No,Executive,5.0,High,4.0,Cat_6,0
3522,Male,Yes,37,No,Executive,9.0,High,6.0,Cat_6,0
3523,Female,No,30,Yes,Doctor,0.0,Low,9.0,Cat_4,0
3524,Female,No,23,No,Doctor,0.0,Low,3.0,Cat_6,0
3525,Female,No,42,Yes,Artist,0.0,Low,2.0,Cat_1,1
3526,Male,Yes,48,No,Executive,1.0,High,4.0,Cat_1,1
3527,Male,No,28,Yes,Healthcare,0.0,Low,7.0,Cat_6,0
3528,Female,Yes,65,Yes,Artist,3.0,Average,2.0,Cat_6,2
3529,Female,No,28,No,Doctor,0.0,Low,5.0,Cat_3,0
3530,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,0
3531,Male,Yes,35,Yes,Artist,4.0,Average,2.0,Cat_2,0
3532,Female,No,27,No,Engineer,1.0,Low,1.0,Cat_4,0
3533,Male,Yes,68,Yes,Entertainment,0.0,Low,3.0,Cat_2,2
3534,Male,Yes,52,No,Engineer,0.0,Average,6.0,Cat_4,1
3535,Male,No,20,No,Healthcare,5.0,Low,5.0,Cat_2,0
3536,Male,Yes,35,Yes,Artist,7.0,Low,3.0,Cat_6,0
3537,Female,No,21,Yes,Healthcare,0.0,Low,4.0,Cat_1,0
3538,Female,No,42,No,Entertainment,1.0,Low,3.0,Cat_6,1
3539,Female,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,1
3540,Female,No,32,No,Artist,1.0,Low,6.0,Cat_4,0
3541,Male,No,19,No,Healthcare,8.0,Low,5.0,Cat_2,0
3542,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,0
3543,Male,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_6,0
3544,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_4,0
3545,Female,Yes,55,Yes,Artist,1.0,Average,3.0,Cat_6,1
3546,Female,No,22,No,Lawyer,8.0,Low,1.0,Cat_6,0
3547,Female,No,46,Yes,Artist,1.0,Low,1.0,Cat_3,1
3548,Male,Yes,65,Yes,Entertainment,3.0,Low,3.0,Cat_6,2
3549,Female,No,18,No,Healthcare,0.0,Low,4.0,Cat_6,0
3550,Female,Yes,53,Yes,Artist,2.0,Average,4.0,Cat_6,1
3551,Male,Yes,59,No,Executive,0.0,Low,5.0,Cat_4,2
3552,Female,No,32,Yes,Healthcare,8.0,Low,3.0,Cat_6,0
3553,Male,Yes,39,Yes,Artist,1.0,Average,3.0,Cat_6,1
3554,Male,Yes,88,No,Artist,7.0,Low,1.0,Cat_6,2
3555,Male,Yes,61,Yes,Executive,9.0,High,3.0,Cat_6,2
3556,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,0
3557,Male,No,31,Yes,Healthcare,1.0,Low,4.0,Cat_6,0
3558,Male,Yes,58,Yes,Artist,1.0,Average,4.0,Cat_6,1
3559,Female,No,27,Yes,Marketing,3.0,Low,3.0,Cat_6,0
3560,Female,Yes,51,Yes,Engineer,1.0,Average,2.0,Cat_6,1
3561,Female,Yes,48,Yes,Engineer,0.0,High,4.0,Cat_6,1
3562,Male,No,25,Yes,Executive,3.0,Low,3.0,Cat_6,0
3563,Male,Yes,89,No,Executive,0.0,High,2.0,Cat_6,2
3564,Female,No,40,Yes,Artist,6.0,Low,1.0,Cat_6,1
3565,Male,No,56,Yes,Artist,2.0,Low,1.0,Cat_6,1
3566,Male,Yes,36,Yes,Entertainment,9.0,High,3.0,Cat_6,0
3567,Female,No,38,Yes,Doctor,5.0,Low,5.0,Cat_2,1
3568,Male,Yes,47,Yes,Entertainment,1.0,Low,4.0,Cat_6,1
3569,Male,Yes,61,Yes,Artist,1.0,Average,4.0,Cat_6,2
3570,Male,Yes,89,Yes,Lawyer,0.0,High,2.0,Cat_6,2
3571,Male,Yes,55,No,Homemaker,2.0,Low,1.0,Cat_3,1
3572,Female,Yes,43,Yes,Artist,4.0,Average,2.0,Cat_6,1
3573,Male,No,28,No,Doctor,10.0,Low,3.0,Cat_6,0
3574,Male,Yes,42,No,Entertainment,0.0,Average,4.0,Cat_4,1
3575,Male,No,59,Yes,Artist,1.0,Low,1.0,Cat_6,2
3576,Male,Yes,43,Yes,Doctor,14.0,Low,2.0,Cat_6,1
3577,Female,No,42,Yes,Marketing,10.0,Low,3.0,Cat_6,1
3578,Male,Yes,29,No,Entertainment,7.0,Average,2.0,Cat_3,0
3579,Female,No,21,No,Healthcare,8.0,Low,7.0,Cat_2,0
3580,Male,No,41,Yes,Entertainment,7.0,Low,2.0,Cat_1,1
3581,Male,Yes,48,Yes,Doctor,0.0,Average,3.0,Cat_3,1
3582,Male,No,31,No,Healthcare,1.0,Low,4.0,Cat_6,0
3583,Male,No,26,Yes,Doctor,4.0,Low,3.0,Cat_2,0
3584,Female,No,18,No,Healthcare,0.0,Low,5.0,Cat_4,0
3585,Male,Yes,42,Yes,Executive,1.0,High,3.0,Cat_6,1
3586,Female,Yes,52,No,Engineer,9.0,Average,5.0,Cat_4,1
3587,Female,Yes,50,Yes,Artist,4.0,Average,2.0,Cat_5,1
3588,Male,Yes,71,Yes,Executive,0.0,High,3.0,Cat_6,2
3589,Female,Yes,59,No,Entertainment,8.0,Average,2.0,Cat_6,2
3590,Female,Yes,85,Yes,Lawyer,0.0,High,2.0,Cat_6,2
3591,Male,Yes,29,No,Executive,1.0,High,3.0,Cat_6,0
3592,Male,Yes,43,No,Executive,4.0,Average,5.0,Cat_4,1
3593,Female,No,52,Yes,Artist,1.0,Low,1.0,Cat_6,1
3594,Female,No,59,Yes,Doctor,0.0,Low,4.0,Cat_6,2
3595,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_6,0
3596,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_4,1
3597,Male,Yes,39,Yes,Entertainment,1.0,Average,2.0,Cat_6,1
3598,Female,Yes,46,Yes,Entertainment,5.0,Low,2.0,Cat_6,1
3599,Male,No,33,No,Marketing,0.0,Low,4.0,Cat_3,0
3600,Male,Yes,53,Yes,Executive,0.0,High,4.0,Cat_6,1
3601,Female,Yes,62,Yes,Artist,1.0,Low,1.0,Cat_6,2
3602,Male,Yes,46,Yes,Artist,1.0,Average,5.0,Cat_2,1
3603,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,1
3604,Male,No,62,Yes,Entertainment,1.0,Low,4.0,Cat_2,2
3605,Female,No,25,No,Artist,1.0,Low,3.0,Cat_6,0
3606,Male,No,22,No,Marketing,3.0,Low,6.0,Cat_3,0
3607,Female,Yes,47,Yes,Artist,1.0,High,6.0,Cat_6,1
3608,Male,Yes,68,Yes,Artist,0.0,High,2.0,Cat_6,2
3609,Male,No,25,No,Entertainment,5.0,Low,2.0,Cat_6,0
3610,Male,Yes,27,No,Executive,0.0,Low,6.0,Cat_6,0
3611,Male,Yes,38,Yes,Entertainment,2.0,Average,3.0,Cat_3,1
3612,Female,Yes,46,No,Artist,5.0,Low,5.0,Cat_6,1
3613,Female,Yes,37,Yes,Artist,1.0,Low,2.0,Cat_6,0
3614,Female,Yes,41,Yes,Artist,0.0,Average,2.0,Cat_6,1
3615,Female,No,29,No,Artist,1.0,Low,1.0,Cat_3,0
3616,Female,No,19,No,Entertainment,1.0,Low,5.0,Cat_6,0
3617,Male,Yes,82,No,Executive,1.0,High,2.0,Cat_4,2
3618,Female,Yes,48,Yes,Doctor,1.0,Low,1.0,Cat_3,1
3619,Male,Yes,67,Yes,Artist,1.0,High,2.0,Cat_6,2
3620,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,2
3621,Male,Yes,61,Yes,Artist,0.0,Low,1.0,Cat_6,2
3622,Male,Yes,46,Yes,Artist,0.0,Average,5.0,Cat_6,1
3623,Male,Yes,39,Yes,Artist,0.0,Average,3.0,Cat_6,1
3624,Female,Yes,89,Yes,Artist,0.0,High,3.0,Cat_6,2
3625,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,1
3626,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_3,0
3627,Female,No,42,Yes,Artist,7.0,Low,3.0,Cat_6,1
3628,Male,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,2
3629,Female,No,30,Yes,Entertainment,0.0,Low,5.0,Cat_1,0
3630,Male,Yes,39,No,Executive,12.0,High,7.0,Cat_6,1
3631,Male,No,27,No,Artist,1.0,Low,1.0,Cat_4,0
3632,Male,Yes,30,No,Engineer,1.0,Average,3.0,Cat_4,0
3633,Male,Yes,47,Yes,Executive,7.0,High,4.0,Cat_6,1
3634,Female,Yes,81,No,Lawyer,0.0,High,2.0,Cat_6,2
3635,Male,Yes,42,No,Doctor,0.0,Average,3.0,Cat_6,1
3636,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_4,1
3637,Female,No,31,No,Entertainment,11.0,Low,5.0,Cat_7,0
3638,Female,Yes,39,Yes,Artist,8.0,Average,3.0,Cat_6,1
3639,Female,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_4,1
3640,Female,No,31,No,Healthcare,0.0,Low,3.0,Cat_6,0
3641,Female,No,28,Yes,Engineer,1.0,Low,6.0,Cat_2,0
3642,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_4,1
3643,Male,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,2
3644,Female,Yes,36,Yes,Homemaker,0.0,Average,2.0,Cat_6,0
3645,Female,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,1
3646,Male,Yes,69,Yes,Artist,1.0,Low,2.0,Cat_6,2
3647,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,2
3648,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,1
3649,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,1
3650,Female,No,40,Yes,Healthcare,6.0,Low,2.0,Cat_6,1
3651,Female,Yes,43,Yes,Engineer,9.0,Average,2.0,Cat_6,1
3652,Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6,2
3653,Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_3,1
3654,Male,Yes,35,No,Entertainment,1.0,Average,4.0,Cat_4,0
3655,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,2
3656,Male,No,63,No,Entertainment,7.0,Low,1.0,Cat_6,2
3657,Female,Yes,40,Yes,Artist,9.0,Average,5.0,Cat_6,1
3658,Female,Yes,55,Yes,Artist,10.0,Low,1.0,Cat_6,1
3659,Male,No,37,Yes,Healthcare,1.0,Low,4.0,Cat_4,0
3660,Male,No,31,Yes,Artist,0.0,Low,1.0,Cat_6,0
3661,Male,No,28,Yes,Healthcare,4.0,Low,4.0,Cat_6,0
3662,Female,Yes,48,Yes,Engineer,1.0,High,3.0,Cat_6,1
3663,Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6,1
3664,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,2
3665,Female,No,21,No,Marketing,1.0,Low,8.0,Cat_6,0
3666,Female,No,33,Yes,Healthcare,1.0,Low,2.0,Cat_6,0
3667,Male,No,38,Yes,Artist,0.0,Low,2.0,Cat_6,1
3668,Female,No,33,Yes,Artist,10.0,Low,1.0,Cat_7,0
3669,Male,Yes,38,Yes,Artist,8.0,Average,2.0,Cat_4,1
3670,Female,Yes,39,Yes,Artist,1.0,Average,4.0,Cat_6,1
3671,Female,Yes,59,Yes,Artist,0.0,High,2.0,Cat_6,2
3672,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,2
3673,Male,Yes,42,No,Entertainment,6.0,Low,3.0,Cat_6,1
3674,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,2
3675,Female,No,29,No,Engineer,9.0,Low,2.0,Cat_4,0
3676,Female,No,33,Yes,Engineer,1.0,Low,2.0,Cat_6,0
3677,Female,Yes,63,Yes,Artist,1.0,Low,2.0,Cat_6,2
3678,Male,No,33,Yes,Entertainment,9.0,Low,6.0,Cat_6,0
3679,Male,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,0
3680,Male,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6,0
3681,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,1
3682,Male,Yes,35,Yes,Entertainment,6.0,Low,5.0,Cat_3,0
3683,Female,Yes,29,Yes,Healthcare,6.0,Average,2.0,Cat_6,0
3684,Female,Yes,31,Yes,Healthcare,0.0,Low,1.0,Cat_1,0
3685,Male,Yes,38,Yes,Artist,0.0,Low,4.0,Cat_3,1
3686,Male,No,22,No,Healthcare,9.0,Low,8.0,Cat_6,0
3687,Female,Yes,57,Yes,Artist,1.0,Average,3.0,Cat_4,1
3688,Female,Yes,42,No,Engineer,1.0,Average,6.0,Cat_4,1
3689,Female,Yes,77,Yes,Lawyer,6.0,High,2.0,Cat_6,2
3690,Male,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_6,2
3691,Male,Yes,53,Yes,Healthcare,3.0,High,4.0,Cat_7,1
3692,Female,Yes,42,Yes,Artist,1.0,Low,2.0,Cat_6,1
3693,Female,No,72,Yes,Artist,1.0,Low,2.0,Cat_2,2
3694,Male,Yes,71,No,Executive,1.0,Average,2.0,Cat_6,2
3695,Female,No,25,No,Engineer,9.0,Low,1.0,Cat_6,0
3696,Male,Yes,61,Yes,Executive,0.0,Low,3.0,Cat_6,2
3697,Male,Yes,48,Yes,Doctor,5.0,Average,3.0,Cat_5,1
3698,Female,No,28,No,Healthcare,0.0,Low,4.0,Cat_6,0
3699,Female,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_2,1
3700,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,2
3701,Male,Yes,40,Yes,Artist,14.0,Low,1.0,Cat_6,1
3702,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,0
3703,Female,No,21,No,Healthcare,3.0,Low,2.0,Cat_4,0
3704,Female,No,28,No,Entertainment,10.0,Low,2.0,Cat_6,0
3705,Male,Yes,43,Yes,Artist,3.0,Average,3.0,Cat_6,1
3706,Female,Yes,38,No,Engineer,0.0,Average,5.0,Cat_3,1
3707,Male,Yes,63,Yes,Artist,5.0,Average,4.0,Cat_6,2
3708,Male,Yes,25,Yes,Artist,3.0,Average,2.0,Cat_6,0
3709,Male,Yes,41,Yes,Artist,8.0,Average,3.0,Cat_6,1
3710,Male,Yes,37,Yes,Artist,1.0,Average,3.0,Cat_6,0
3711,Female,Yes,57,No,Engineer,0.0,Low,1.0,Cat_6,1
3712,Male,Yes,86,Yes,Healthcare,0.0,Low,1.0,Cat_6,2
3713,Male,Yes,56,No,Executive,1.0,High,8.0,Cat_4,1
3714,Female,No,27,Yes,Homemaker,9.0,Low,1.0,Cat_6,0
3715,Male,Yes,70,No,Executive,1.0,High,2.0,Cat_6,2
3716,Female,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,0
3717,Male,Yes,35,Yes,Doctor,5.0,High,2.0,Cat_6,0
3718,Male,No,31,No,Healthcare,2.0,Low,2.0,Cat_5,0
3719,Male,Yes,40,Yes,Artist,1.0,Average,4.0,Cat_6,1
3720,Female,Yes,43,Yes,Artist,0.0,Low,2.0,Cat_6,1
3721,Female,Yes,38,No,Engineer,9.0,Low,2.0,Cat_6,1
3722,Female,No,28,No,Entertainment,1.0,Low,4.0,Cat_6,0
3723,Female,No,48,Yes,Artist,1.0,Low,1.0,Cat_3,1
3724,Female,Yes,41,Yes,Artist,8.0,Average,2.0,Cat_6,1
3725,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,0
3726,Male,Yes,45,No,Artist,1.0,Average,3.0,Cat_6,1
3727,Female,No,41,Yes,Entertainment,5.0,Low,2.0,Cat_6,1
3728,Female,Yes,28,No,Homemaker,9.0,High,3.0,Cat_6,0
3729,Female,Yes,69,Yes,Lawyer,1.0,High,2.0,Cat_6,2
3730,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,1
3731,Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,2
3732,Male,Yes,48,Yes,Doctor,9.0,Average,5.0,Cat_6,1
3733,Female,Yes,45,Yes,Artist,8.0,Average,2.0,Cat_6,1
3734,Male,Yes,57,No,Entertainment,0.0,High,3.0,Cat_4,1
3735,Male,No,27,No,Entertainment,0.0,Low,3.0,Cat_3,0
3736,Female,No,27,Yes,Entertainment,8.0,Low,3.0,Cat_6,0
3737,Male,Yes,30,Yes,Healthcare,1.0,High,2.0,Cat_4,0
3738,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,0
3739,Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_2,1
3740,Male,Yes,57,No,Marketing,1.0,High,3.0,Cat_6,1
3741,Female,Yes,78,Yes,Lawyer,1.0,High,2.0,Cat_6,2
3742,Female,Yes,46,Yes,Homemaker,8.0,Average,3.0,Cat_3,1
3743,Male,Yes,75,No,Executive,1.0,High,2.0,Cat_6,2
3744,Female,Yes,52,Yes,Engineer,4.0,Low,1.0,Cat_3,1
3745,Female,No,25,No,Homemaker,0.0,Low,3.0,Cat_2,0
3746,Male,Yes,31,Yes,Healthcare,2.0,Low,2.0,Cat_6,0
3747,Female,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,0
3748,Female,Yes,59,Yes,Artist,3.0,High,5.0,Cat_1,2
3749,Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_6,1
3750,Female,No,25,Yes,Artist,9.0,Low,1.0,Cat_6,0
3751,Female,Yes,47,No,Artist,7.0,Low,1.0,Cat_6,1
3752,Male,Yes,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,0
3753,Female,Yes,38,No,Doctor,1.0,Average,2.0,Cat_4,1
3754,Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,1
3755,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,0
3756,Male,Yes,70,No,Lawyer,0.0,Low,1.0,Cat_6,2
3757,Male,No,31,No,Healthcare,8.0,Low,4.0,Cat_6,0
3758,Female,No,23,No,Doctor,0.0,Low,4.0,Cat_6,0
3759,Male,No,33,No,Marketing,1.0,Low,3.0,Cat_4,0
3760,Female,Yes,77,Yes,Lawyer,1.0,High,2.0,Cat_6,2
3761,Female,Yes,42,Yes,Engineer,8.0,Low,2.0,Cat_3,1
3762,Male,Yes,73,Yes,Healthcare,1.0,Average,3.0,Cat_6,2
3763,Female,Yes,40,Yes,Engineer,1.0,Average,6.0,Cat_4,1
3764,Female,No,33,Yes,Artist,0.0,Low,3.0,Cat_3,0
3765,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_3,0
3766,Male,Yes,59,Yes,Artist,1.0,Low,2.0,Cat_6,2
3767,Female,No,32,No,Healthcare,8.0,Low,4.0,Cat_6,0
3768,Female,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6,1
3769,Male,Yes,53,Yes,Entertainment,1.0,Low,3.0,Cat_2,1
3770,Male,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,1
3771,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_4,0
3772,Male,Yes,62,No,Executive,0.0,High,2.0,Cat_4,2
3773,Female,No,58,Yes,Engineer,1.0,Low,1.0,Cat_6,1
3774,Male,Yes,36,Yes,Artist,4.0,Low,1.0,Cat_6,0
3775,Female,No,28,Yes,Entertainment,0.0,Low,2.0,Cat_6,0
3776,Female,Yes,47,Yes,Doctor,1.0,Average,4.0,Cat_6,1
3777,Female,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,1
3778,Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_7,1
3779,Male,No,33,No,Healthcare,0.0,Low,5.0,Cat_6,0
3780,Female,Yes,49,Yes,Homemaker,8.0,Average,2.0,Cat_6,1
3781,Male,Yes,25,Yes,Artist,9.0,Low,4.0,Cat_6,0
3782,Male,Yes,80,Yes,Executive,3.0,Low,1.0,Cat_6,2
3783,Male,No,36,Yes,Healthcare,8.0,Low,4.0,Cat_2,0
3784,Male,No,26,No,Engineer,7.0,Low,1.0,Cat_6,0
3785,Female,Yes,45,No,Doctor,1.0,Low,1.0,Cat_6,1
3786,Female,Yes,69,Yes,Artist,0.0,Low,2.0,Cat_6,2
3787,Male,Yes,53,Yes,Entertainment,1.0,Average,4.0,Cat_6,1
3788,Male,Yes,41,Yes,Artist,8.0,High,2.0,Cat_2,1
3789,Male,Yes,43,No,Executive,1.0,Low,4.0,Cat_6,1
3790,Female,Yes,51,Yes,Artist,1.0,Average,2.0,Cat_7,1
3791,Male,Yes,45,Yes,Artist,1.0,Average,6.0,Cat_5,1
3792,Male,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,1
3793,Male,Yes,57,Yes,Doctor,0.0,Average,4.0,Cat_6,1
3794,Male,Yes,70,Yes,Lawyer,3.0,High,2.0,Cat_6,2
3795,Female,Yes,59,No,Artist,1.0,Low,3.0,Cat_4,2
3796,Female,No,30,Yes,Healthcare,0.0,Low,5.0,Cat_2,0
3797,Male,No,40,Yes,Artist,7.0,Low,1.0,Cat_6,1
3798,Male,Yes,74,No,Lawyer,0.0,Low,1.0,Cat_6,2
3799,Male,No,33,No,Marketing,0.0,Low,3.0,Cat_3,0
3800,Female,Yes,63,Yes,Marketing,2.0,Low,1.0,Cat_6,2
3801,Female,Yes,60,No,Lawyer,1.0,Average,3.0,Cat_6,2
3802,Male,No,31,Yes,Doctor,3.0,Low,4.0,Cat_6,0
3803,Female,Yes,28,Yes,Homemaker,9.0,Average,2.0,Cat_3,0
3804,Female,Yes,37,No,Entertainment,1.0,Average,2.0,Cat_4,0
3805,Male,Yes,70,No,Lawyer,0.0,High,2.0,Cat_6,2
3806,Male,Yes,78,No,Entertainment,0.0,Low,2.0,Cat_6,2
3807,Female,No,38,Yes,Artist,8.0,Low,8.0,Cat_2,1
3808,Male,No,19,No,Entertainment,0.0,Low,3.0,Cat_6,0
3809,Female,Yes,28,No,Doctor,9.0,Low,1.0,Cat_7,0
3810,Female,Yes,73,No,Executive,0.0,Low,3.0,Cat_4,2
3811,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,2
3812,Male,No,21,No,Healthcare,7.0,Low,4.0,Cat_3,0
3813,Male,Yes,79,No,Lawyer,0.0,High,2.0,Cat_6,2
3814,Male,Yes,42,Yes,Artist,0.0,Average,3.0,Cat_6,1
3815,Male,Yes,55,Yes,Homemaker,0.0,Low,4.0,Cat_6,1
3816,Male,Yes,41,Yes,Artist,0.0,Low,2.0,Cat_6,1
3817,Male,Yes,72,Yes,Executive,1.0,High,4.0,Cat_6,2
3818,Male,Yes,56,Yes,Artist,0.0,Low,2.0,Cat_6,1
3819,Male,Yes,83,No,Executive,0.0,Low,7.0,Cat_6,2
3820,Female,Yes,47,Yes,Doctor,1.0,Average,2.0,Cat_4,1
3821,Female,Yes,47,Yes,Doctor,1.0,Average,2.0,Cat_4,1
3822,Female,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,2
3823,Female,Yes,38,No,Engineer,1.0,Low,1.0,Cat_4,1
3824,Male,No,29,Yes,Healthcare,3.0,Low,3.0,Cat_4,0
3825,Male,Yes,50,Yes,Entertainment,0.0,Average,4.0,Cat_6,1
3826,Female,Yes,52,No,Engineer,6.0,Average,4.0,Cat_4,1
3827,Male,No,33,Yes,Entertainment,1.0,Low,8.0,Cat_4,0
3828,Male,Yes,36,No,Executive,1.0,High,6.0,Cat_4,0
3829,Male,Yes,65,No,Entertainment,7.0,Average,4.0,Cat_4,2
3830,Female,No,25,No,Marketing,1.0,Low,9.0,Cat_5,0
3831,Male,Yes,27,No,Entertainment,4.0,Low,4.0,Cat_3,0
3832,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6,0
3833,Male,Yes,51,No,Engineer,0.0,Average,3.0,Cat_6,1
3834,Female,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,1
3835,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_3,0
3836,Male,Yes,80,Yes,Lawyer,0.0,High,2.0,Cat_6,2
3837,Female,Yes,40,Yes,Entertainment,12.0,Low,6.0,Cat_6,1
3838,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,1
3839,Female,No,55,Yes,Artist,3.0,Low,1.0,Cat_6,1
